0.15545078,0.15507546,0.15475982,0.15451327,0.15434523,0.15426515,0.15428242,0.1544065,0.15464677,0.15501267,0.15551361,0.15615903,0.15695834,0.15792099,0.15905638,0.16037393,0.16188304,0.16354904,0.16532344,0.16719498,0.16915247,0.17118473,0.17328054,0.17542863,0.17761786,0.179837,0.1820748,0.18432008,0.18656164,0.18878822,0.19098866,0.19315173,0.1952662,0.19732088,0.19930455,0.201206,0.20301399,0.20471738,0.20630486,0.20776531,0.20908748,0.21026014,0.21127212,0.21211216,0.21276906,0.21323164,0.21348862,0.2135289,0.21334115,0.21293676,0.21234077,0.21156263,0.21061175,0.20949756,0.20822944,0.20681685,0.20526923,0.20359597,0.20180647,0.19991025,0.19791663,0.19583507,0.193675,0.19144583,0.189157,0.18681785,0.18443798,0.18202661,0.17959328,0.17714742,0.17469837,0.17225565,0.1698286,0.16742665,0.16505933,0.16273591,0.16046594,0.15825875,0.15612379,0.15407051,0.1521083,0.15031251,0.14874467,0.14739361,0.14624812,0.14529696,0.14452894,0.14393283,0.14349742,0.14321151,0.14306387,0.14304335,0.14313863,0.14333859,0.14363198,0.14400756
0.1553689,0.15499319,0.15467723,0.15443043,0.15426219,0.15418202,0.15419932,0.1543235,0.15456402,0.15493031,0.15543179,0.15607788,0.156878,0.15784167,0.1589782,0.16029711,0.1618078,0.1634753,0.16525085,0.16712335,0.16908154,0.17111428,0.17321034,0.17535861,0.17754787,0.17976695,0.18200468,0.1842498,0.18649124,0.1887178,0.19091822,0.19308141,0.19519612,0.19725123,0.19923548,0.20113778,0.20294687,0.20465162,0.20624089,0.20770337,0.20902804,0.21020356,0.21121885,0.21206269,0.21272391,0.21319136,0.21345378,0.2135001,0.21331905,0.21292156,0.2123323,0.21156067,0.21061613,0.20950814,0.20824604,0.20683932,0.20529744,0.20362978,0.20184581,0.19995488,0.19796656,0.19589019,0.19373521,0.1915111,0.18922718,0.18689305,0.18451792,0.18211144,0.17968296,0.17724185,0.17479765,0.17235968,0.16993749,0.16754042,0.16517794,0.16285948,0.16059445,0.15839231,0.1562625,0.1542144,0.15225752,0.15046673,0.1489033,0.14755602,0.14641373,0.14546522,0.14469936,0.14410493,0.14367074,0.14338562,0.14323843,0.14321789,0.14331296,0.14351234,0.14380492,0.14417946
0.15530002,0.154924,0.15460773,0.15436074,0.15419236,0.15411215,0.15412946,0.15425372,0.15449446,0.15486108,0.15536296,0.15600961,0.15681045,0.15777491,0.15891245,0.16023253,0.16174452,0.1634133,0.16518983,0.16706307,0.16902187,0.17105499,0.17315134,0.1752997,0.17748901,0.17970803,0.18194567,0.18419072,0.18643206,0.18865854,0.19085898,0.19302225,0.19513719,0.19719261,0.1991774,0.20108038,0.20289044,0.20459637,0.20618707,0.20765132,0.20897798,0.21015598,0.21117404,0.21202107,0.21268596,0.21315746,0.21342449,0.2134759,0.21330045,0.21290879,0.21232516,0.21155903,0.21061982,0.20951702,0.20826,0.20685822,0.20532113,0.20365821,0.20187883,0.19999245,0.19800854,0.19593653,0.19378583,0.19156593,0.18928622,0.18695618,0.1845852,0.18218279,0.17975834,0.1773213,0.17488112,0.1724472,0.17002903,0.16763607,0.1652777,0.16296333,0.16070257,0.15850465,0.15637915,0.15433545,0.152383,0.15059645,0.14903669,0.1476926,0.14655302,0.14560676,0.14484268,0.14424965,0.14381649,0.14353205,0.14338517,0.14336473,0.14345954,0.14365846,0.14395034,0.144324
0.15524626,0.15486996,0.15455347,0.15430628,0.15413785,0.15405753,0.15407488,0.15419924,0.15444013,0.15480699,0.1553092,0.1559563,0.15675767,0.15772282,0.15886113,0.16018204,0.16169508,0.16336481,0.1651422,0.16701604,0.16897525,0.1710087,0.17310521,0.1752537,0.17744303,0.17966205,0.18189959,0.18414456,0.18638584,0.18861224,0.19081268,0.19297606,0.19509114,0.19714683,0.19913201,0.20103557,0.20284635,0.20455319,0.20614499,0.20761059,0.20893893,0.21011877,0.21113904,0.2119886,0.2126563,0.21313103,0.21340162,0.21345697,0.21328594,0.21289882,0.21231961,0.21155776,0.21062273,0.20952398,0.20827088,0.20687298,0.20533967,0.20368041,0.20190464,0.20002179,0.19804136,0.19597271,0.19382538,0.19160879,0.18933232,0.18700552,0.18463774,0.1822385,0.17981724,0.17738335,0.17494631,0.17251554,0.17010057,0.16771077,0.16535562,0.16304451,0.16078694,0.15859237,0.15647024,0.15442997,0.15248102,0.15069778,0.14914092,0.14779928,0.14666179,0.14571728,0.14495462,0.14436269,0.14393033,0.14364643,0.14349982,0.14347942,0.14357404,0.14377262,0.14406393,0.14443691
0.15520956,0.15483308,0.15451649,0.1542692,0.15410066,0.15402031,0.15403765,0.1541621,0.15440309,0.15477008,0.15527257,0.15591997,0.15672171,0.15768729,0.15882613,0.16014768,0.1616614,0.16333182,0.1651097,0.16698398,0.1689435,0.17097715,0.1730738,0.17522237,0.1774117,0.17963065,0.18186818,0.18411312,0.18635432,0.1885807,0.19078119,0.19294454,0.19505976,0.19711564,0.1991011,0.20100504,0.20281631,0.20452377,0.20611633,0.20758288,0.20891228,0.21009342,0.21111517,0.21196648,0.2126361,0.213113,0.21338601,0.21344411,0.21327604,0.21289201,0.2123158,0.2115569,0.21062471,0.2095287,0.2082783,0.20688306,0.20535232,0.2036955,0.20192224,0.20004179,0.19806369,0.1959974,0.19385235,0.19163796,0.18936375,0.18703914,0.18467356,0.18227647,0.17985734,0.17742562,0.17499071,0.17256214,0.1701493,0.16776168,0.1654087,0.16309983,0.16084452,0.15865222,0.15653236,0.15449442,0.15254784,0.15076683,0.14921191,0.147872,0.14673592,0.14579262,0.14503092,0.14443976,0.14400792,0.14372434,0.14357795,0.14355758,0.1436521,0.14385039,0.14414136,0.14451386
0.15519209,0.15481554,0.15449886,0.15425155,0.15408295,0.1540026,0.15401992,0.15414439,0.15438543,0.15475252,0.15525514,0.15590264,0.15670459,0.15767036,0.15880944,0.16013129,0.16164535,0.16331609,0.16509421,0.1669687,0.16892834,0.17096211,0.17305884,0.17520742,0.17739674,0.17961572,0.18185323,0.18409814,0.1863393,0.1885657,0.19076616,0.19292952,0.19504479,0.19710077,0.19908635,0.20099047,0.202802,0.20450972,0.20610265,0.20756966,0.20889959,0.21008134,0.21110384,0.21195593,0.21262646,0.21310443,0.21337858,0.21343794,0.21327133,0.21288878,0.21231398,0.21155648,0.21062563,0.20953095,0.20828186,0.20688784,0.2053583,0.20370275,0.2019306,0.20005132,0.19807436,0.19600917,0.1938652,0.1916519,0.18937874,0.18705516,0.18469062,0.18229459,0.17987648,0.17744577,0.17501193,0.17258437,0.17017254,0.16778596,0.16543402,0.16312623,0.16087194,0.15868072,0.15656193,0.15452513,0.15257967,0.15079974,0.14924575,0.14790665,0.1467713,0.14582852,0.14506727,0.14447644,0.1440449,0.14376152,0.1436152,0.14359485,0.14368929,0.14388748,0.14417824,0.14455055
0.15519588,0.15481931,0.15450267,0.15425533,0.15408675,0.15400642,0.15402374,0.1541482,0.15438923,0.15475632,0.15525888,0.15590636,0.15670826,0.157674,0.15881304,0.16013482,0.16164881,0.16331947,0.16509755,0.166972,0.1689316,0.17096536,0.17306206,0.17521064,0.17739998,0.17961894,0.18185642,0.18410136,0.18634255,0.18856895,0.19076939,0.1929328,0.195048,0.19710396,0.19908956,0.2009936,0.20280506,0.20451276,0.20610562,0.20757249,0.20890231,0.21008396,0.21110626,0.21195816,0.21262853,0.21310623,0.2133802,0.21343929,0.21327235,0.21288949,0.2123144,0.21155655,0.21062542,0.20953044,0.20828108,0.20688681,0.20535702,0.2037012,0.20192878,0.20004928,0.19807206,0.19600663,0.19386244,0.1916489,0.1893755,0.18705171,0.18468696,0.18229067,0.17987235,0.17744143,0.17500736,0.17257957,0.17016754,0.16778073,0.16542855,0.16312051,0.16086602,0.15867457,0.15655556,0.15451851,0.1525728,0.15079264,0.14923847,0.14789917,0.14676367,0.14582077,0.14505944,0.14446853,0.14403692,0.14375351,0.14360715,0.1435868,0.14368126,0.14387949,0.1441703,0.14454263
0.15522294,0.15484652,0.15453,0.15428273,0.15411422,0.1540339,0.15405123,0.15417562,0.15441656,0.15478355,0.15528591,0.1559332,0.15673482,0.15770024,0.15883888,0.1601602,0.16167368,0.16334383,0.16512154,0.16699567,0.16895507,0.17098863,0.17308526,0.1752338,0.17742312,0.1796421,0.18187962,0.18412457,0.18636581,0.18859224,0.19079265,0.192956,0.1950712,0.19712701,0.19911239,0.20101616,0.20282723,0.20453449,0.20612676,0.207593,0.208922,0.21010265,0.21112387,0.21197452,0.21264344,0.21311958,0.21339172,0.21344878,0.21327965,0.21289448,0.2123172,0.21155722,0.21062398,0.20952697,0.2082756,0.20687938,0.20534769,0.20369004,0.2019158,0.2000345,0.19805555,0.19598843,0.19384253,0.19162734,0.18935232,0.18702689,0.18466051,0.18226264,0.17984273,0.17741023,0.17497455,0.17254516,0.17013153,0.16774313,0.16538934,0.16307966,0.16082354,0.15863042,0.15650971,0.15447092,0.15252346,0.15074165,0.14918603,0.1478455,0.1467089,0.14576516,0.14500311,0.14441167,0.14397965,0.14369595,0.14354949,0.14352909,0.14362365,0.14382203,0.14411314,0.14448582
0.15527534,0.1548992,0.15458286,0.1543358,0.15416737,0.15408711,0.15410441,0.15422875,0.15446953,0.15483625,0.15533832,0.15598516,0.15678626,0.15775102,0.15888892,0.16020937,0.16172184,0.16339107,0.16516799,0.16704153,0.16900048,0.17103377,0.17313017,0.17527862,0.17746793,0.17968693,0.18192454,0.18416955,0.18641086,0.18863733,0.19083774,0.19300103,0.19511604,0.19717161,0.19915658,0.20105985,0.20287019,0.20457657,0.20616774,0.20763263,0.20896009,0.21013893,0.21115799,0.21200621,0.21267237,0.21314533,0.21341403,0.21346721,0.21329379,0.2129042,0.21232261,0.21155845,0.21062115,0.20952022,0.20826498,0.206865,0.20532966,0.20366836,0.20189068,0.2000059,0.19802359,0.19595316,0.19380397,0.19158557,0.18930736,0.18697877,0.1846093,0.18220834,0.17978533,0.17734973,0.17491098,0.17247856,0.17006186,0.16767032,0.16531342,0.16300058,0.16074127,0.1585449,0.15642093,0.15437879,0.15242796,0.1506429,0.14908446,0.14774153,0.14660291,0.14565744,0.144894,0.14430147,0.14386871,0.14358449,0.14343776,0.14341733,0.14351206,0.1437108,0.14400242,0.14437579
0.1553552,0.15497944,0.15466341,0.15441656,0.15424833,0.15416811,0.15418541,0.15430963,0.15455018,0.15491652,0.1554181,0.15606427,0.15686457,0.15782836,0.15896513,0.16028425,0.1617952,0.16346294,0.16523872,0.16711135,0.16906965,0.17110248,0.17319861,0.1753469,0.17753613,0.17975524,0.18199292,0.18423806,0.18647948,0.18870598,0.19090642,0.19306962,0.19518438,0.19723955,0.19922392,0.20112637,0.20293565,0.20464064,0.20623018,0.20769303,0.20901805,0.21019408,0.21120992,0.21205442,0.21271636,0.2131846,0.21344797,0.21349527,0.21331535,0.21291901,0.21233086,0.21156035,0.21061687,0.20950988,0.20824884,0.20684308,0.20530215,0.20363542,0.20185237,0.19996238,0.1979749,0.19589941,0.19374527,0.19152197,0.18923892,0.18690558,0.18453133,0.18212564,0.17969793,0.17725767,0.17481424,0.17237712,0.1699557,0.16755946,0.16519779,0.16288015,0.16061597,0.15841466,0.15628572,0.15423849,0.15228248,0.15049255,0.14892985,0.1475832,0.14644146,0.14549339,0.14472789,0.1441337,0.14369974,0.14341478,0.14326762,0.14324713,0.14334212,0.14354144,0.14383385,0.14420822
